Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,🙈 Symbol,"🙈 Google
Symbol",🙈 Score,🙈 AnalystTargetPrice
NYSE:SD,22 Jan 2026,$15.77,3,,5,,$15.45,2.09%,,,,$15.33,-0.78%,$30.20,95.50%,$32.62,111.13%,SD,NYSE:SD,-0.498,$15.00
NYSE:SE,19 Aug 2025,$134.13,1,,,,$82.28,63.02%,,,,$84.52,2.72%,$0.00,-100.00%,$0.00,-100.00%,SE,NYSE:SE,0.285,$140.43
NASDAQ:SEIC,27 Aug 2025,$87.30,2,,,,$77.01,13.37%,,,,$76.65,-0.47%,$147.49,91.52%,$167.21,117.13%,SEIC,NASDAQ:SEIC,-0.429,$102.43
NYSE:SEM,1 Apr 2026,$24.36,5,$16.50,7,4,$16.35,0.92%,0.92%,$16.50,$24.36,$16.75,2.45%,-$7.58,-146.35%,$5.08,-68.91%,SEM,NYSE:SEM,0.278,$16.62
NYSE:SEMR,5 Feb 2026,$14.95,4,,,,$11.95,25.12%,,,,$12.03,0.67%,$16.74,40.07%,$17.99,50.53%,SEMR,NYSE:SEMR,-0.248,$12.00
NYSEAMERICAN:SENS,28 Oct 2025,$7.44,1,$2.69,1,,$6.90,-61.01%,,,,,-100.00%,-$2.00,-128.99%,-$2.00,-128.99%,SENS,NASDAQ:SENS,-2.000,
NASDAQ:SENS,23 Dec 2025,$8.28,4,$18.92,6,,$6.90,20.06%,,,,$6.44,-6.67%,$2.32,-66.40%,$2.39,-65.29%,SENS,NASDAQ:SENS,-0.510,$18.92
NASDAQ:SERV,11 Nov 2025,$12.60,3,$20.50,2,,$8.45,49.16%,,,,$8.86,4.85%,$7.88,-6.69%,$7.99,-5.40%,SERV,NASDAQ:SERV,0.339,$19.00
NYSE:SF,4 Mar 2026,$79.60,3,$147.50,7,,$74.07,7.47%,,,,$72.76,-1.77%,-$64.76,-187.43%,-$44.28,-159.78%,SF,NYSE:SF,-0.317,$92.46
NYSE:SFBS,16 Mar 2026,$84.39,4,$91.00,8,3.5,$73.12,15.41%,15.41%,$84.39,$93.67,$74.81,2.31%,-$126.95,-273.62%,-$125.64,-271.83%,SFBS,NYSE:SFBS,0.032,$93.67
NASDAQ:SFM,19 Mar 2026,$146.44,3,$91.64,9,3,$77.54,18.18%,18.18%,$91.64,$146.44,$76.10,-1.86%,$102.26,31.89%,$160.92,107.54%,SFM,NASDAQ:SFM,-0.109,$92.50
NASDAQ:SFNC,2 Oct 2025,$20.10,3,$22.60,8,,$19.52,2.95%,,,,$20.08,2.87%,-$84.90,-534.94%,-$77.57,-497.41%,SFNC,NASDAQ:SFNC,0.265,$22.29
NASDAQ:SFST,19 Nov 2025,$47.74,3,,6,,$55.25,-13.59%,,,,$57.10,3.35%,-$378.67,-785.38%,-$372.26,-773.78%,SFST,NASDAQ:SFST,0.345,$64.00
NYSE:SG,22 Sep 2025,$11.88,3,$14.64,2,,$5.39,120.43%,,,,$5.09,-5.57%,$0.29,-94.65%,$16.56,207.24%,SG,NYSE:SG,-0.217,$6.83
NYSE:SGHC,28 Oct 2025,$9.69,2,,,,$10.63,-8.89%,,,,,-100.00%,-$2.00,-118.81%,-$2.00,-118.81%,SGHC,NYSE:SGHC,-2.000,
NASDAQ:SGHT,11 Dec 2025,$10.39,3,$6.67,5,,$3.52,89.49%,,,,$3.45,-1.99%,$2.93,-16.70%,$3.11,-11.75%,SGHT,NASDAQ:SGHT,-0.104,$8.50
NASDAQ:SGML,12 Aug 2025,$7.24,3,,,,$14.37,-49.61%,,,,$12.17,-15.31%,$13.20,-8.14%,$13.67,-4.86%,SGML,NASDAQ:SGML,-0.361,$17.17
NASDAQ:SGRY,24 Aug 2025,$30.88,4,$30.70,8,,$12.18,152.05%,,,,$11.89,-2.38%,$23.62,93.95%,$54.32,345.96%,SGRY,NASDAQ:SGRY,-0.441,$18.80
NYSE:SHAK,19 Sep 2025,$85.64,2,$132.93,5,,$89.33,-4.13%,,,,$86.56,-3.10%,$70.68,-20.88%,$106.43,19.14%,SHAK,NYSE:SHAK,-0.490,$113.16
NASDAQ:SHBI,19 Mar 2026,$18.10,3,$20.50,6,3.25,$18.86,-4.04%,-4.04%,$18.10,$21.12,$19.38,2.76%,-$108.29,-674.17%,-$128.44,-781.00%,SHBI,NASDAQ:SHBI,0.317,$21.12
NYSE:SHG,19 Nov 2025,$55.13,3,,5,,$62.16,-11.31%,,,,$60.01,-3.46%,"-$1,513,153.74",-2434388.52%,"-$1,512,618.45",-2433527.37%,SHG,NYSE:SHG,-0.673,$86.43
NASDAQ:SHIP,16 Feb 2026,$10.93,3,$16.00,10,,$14.00,-21.94%,,,,$13.35,-4.64%,$78.77,462.64%,$108.88,677.73%,SHIP,NASDAQ:SHIP,-0.146,$17.50
NASDAQ:SHLS,9 Feb 2026,$7.09,2,$10.69,7,,$6.82,3.89%,,,,$6.56,-3.81%,$8.94,31.03%,$9.66,41.62%,SHLS,NASDAQ:SHLS,-0.652,$9.62
NASDAQ:SHOP,22 Jan 2026,$148.25,3,$180.62,6,,$118.25,25.37%,,,,$113.08,-4.37%,$146.29,23.71%,$146.63,24.00%,SHOP,NASDAQ:SHOP,-0.181,$160.15
NASDAQ:SHPH,28 Oct 2025,$5.16,3,,,,$0.76,578.42%,,,,,-100.00%,-$2.00,-363.16%,-$2.00,-363.16%,SHPH,NASDAQ:SHPH,-2.000,
NYSE:SHW,15 May 2024,$256.70,1,,,,$318.00,-19.28%,,,,$333.78,4.96%,$467.07,46.88%,$518.94,63.19%,SHW,NYSE:SHW,0.453,$382.29
NASDAQ:SIBN,11 Dec 2025,$22.76,3,$23.20,6,,$13.12,73.48%,,,,$12.51,-4.65%,$11.81,-10.01%,$14.65,11.68%,SIBN,NASDAQ:SIBN,-0.111,$26.00
NYSE:SIG,27 Mar 2026,$92.19,3,$113.60,10,3.5,$84.85,8.65%,8.65%,$92.19,$113.60,$89.14,5.06%,$542.68,539.58%,$494.80,483.15%,SIG,NYSE:SIG,0.136,$112.33
NASDAQ:SILC,9 Feb 2026,$16.71,3,,4,,$22.18,-24.68%,,,,$21.14,-4.69%,$28.24,27.34%,$28.45,28.27%,SILC,NASDAQ:SILC,-0.310,$20.00
NASDAQ:SIMO,27 Jan 2026,$94.86,1,$119.17,10,,$113.90,-16.71%,,,,$118.20,3.78%,$139.25,22.26%,$116.18,2.00%,SIMO,NASDAQ:SIMO,0.133,$157.20
NASDAQ:SIRI,5 May 2025,$31.75,3,$22.14,6,,$23.79,-6.94%,,,,$23.61,-0.76%,$34.04,43.07%,$52.26,119.66%,SIRI,NASDAQ:SIRI,-0.036,$24.23
NYSE:SITC,2 Apr 2026,$6.81,4,$5.50,6,4,$5.40,1.85%,1.85%,$5.50,$6.81,$5.71,5.74%,$25.61,374.23%,$95.14,1661.94%,SITC,NYSE:SITC,0.878,$6.50
NASDAQ:SITM,5 Feb 2026,$354.78,3,,,,$347.05,2.23%,,,,$360.59,3.90%,$363.76,4.81%,$385.21,11.00%,SITM,NASDAQ:SITM,0.335,$452.22
NYSE:SJM,18 Aug 2025,$126.48,5,$113.93,4,,$95.47,19.34%,,,,$98.88,3.57%,$208.51,118.41%,$256.88,169.07%,SJM,NYSE:SJM,0.498,$123.53
NYSE:SKE,24 Oct 2025,$9.86,2,,,,$30.91,-68.10%,,,,$28.70,-7.15%,$25.14,-18.65%,$25.21,-18.46%,SKE,NYSE:SKE,-0.691,
NASDAQ:SKWD,26 Aug 2025,$42.11,3,,,,$43.93,-4.14%,,,,$42.62,-2.98%,$52.01,18.39%,$56.88,29.47%,SKWD,NASDAQ:SKWD,-0.280,$61.45
NYSE:SKY,31 Mar 2026,$97.81,5,$102.33,4,4,$73.92,32.32%,32.32%,$97.81,$102.33,$77.00,4.17%,$137.09,85.46%,$145.58,96.95%,SKY,NYSE:SKY,0.374,$98.60
NASDAQ:SKYT,24 Feb 2026,$24.94,3,$35.00,4,,$28.37,-12.09%,,,,$28.88,1.80%,$34.01,19.87%,$31.06,9.47%,SKYT,NASDAQ:SKYT,0.101,$35.00
NASDAQ:SLAB,27 Jan 2026,$111.32,1,,,,$209.13,-46.77%,,,,$213.48,2.08%,$243.40,16.39%,$248.33,18.74%,SLAB,NASDAQ:SLAB,0.162,$222.86
NYSE:SLB,4 Dec 2025,$45.66,3,$45.76,9,,$49.44,-7.65%,,,,$52.18,5.54%,$90.67,83.39%,$108.91,120.29%,SLB,NYSE:SLB,0.202,$55.43
NYSE:SLGN,29 Aug 2025,$46.96,3,$59.57,7,,$39.48,18.94%,,,,$39.00,-1.22%,$342.96,768.70%,$373.06,844.93%,SLGN,NYSE:SLGN,-0.393,$55.00
NASDAQ:SLM,18 Aug 2025,$0.02,3,,,,$21.64,-99.92%,,,,$22.21,2.63%,$172.66,697.89%,$168.71,679.63%,SLM,NASDAQ:SLM,0.064,$30.36
NYSE:SM,20 Sep 2025,$40.61,3,$36.25,6,,$30.62,18.39%,,,,$29.87,-2.45%,$26.81,-12.43%,$59.33,93.75%,SM,NYSE:SM,-0.697,$34.35
NASDAQ:SMBK,7 Oct 2025,$38.18,3,$37.00,5,,$39.53,-6.40%,,,,,-100.00%,-$2.00,-105.06%,-$2.00,-105.06%,SMBK,NYSE:SMBK,-2.000,
NYSE:SMFG,19 Aug 2025,$16.00,3,,,,$20.43,-21.66%,,,,$19.90,-2.59%,-$204.66,-1101.77%,-$199.71,-1077.51%,SMFG,NYSE:SMFG,-0.401,$23.47
NASDAQ:SMLR,11 Dec 2025,$21.60,3,$68.50,4,,#N/A,#N/A,,,,,#N/A,-$2.00,#N/A,-$2.00,#N/A,SMLR,NASDAQ:SMLR,-2.000,
NYSE:SMR,14 Jan 2026,$19.90,3,$32.77,7,,$10.15,96.07%,,,,$9.77,-3.74%,$9.91,-2.41%,$9.92,-2.26%,SMR,NYSE:SMR,-0.086,$20.73
NYSE:SNDA,15 Nov 2024,$24.98,3,,,,$32.18,-22.37%,,,,$32.73,1.71%,$0.00,-100.00%,$0.00,-100.00%,SNDA,NYSE:SNDA,0.037,$34.00
NYSE:SNN,11 Dec 2025,$33.47,3,$35.75,3,,$32.14,4.14%,,,,$31.60,-1.68%,$0.00,-100.00%,$0.00,-100.00%,SNN,NYSE:SNN,-0.351,$36.62
NASDAQ:SNSE,28 Oct 2025,$14.48,3,$30.00,,,$31.02,-53.32%,,,,$30.38,-2.06%,-$19.20,-161.91%,-$17.37,-155.99%,SNSE,NASDAQ:SNSE,-0.119,$32.50
NYSE:SNV,18 Nov 2025,$47.73,3,$56.00,4,,#N/A,#N/A,,,,,#N/A,-$2.00,#N/A,-$2.00,#N/A,SNV,NYSE:SNV,-2.000,
NYSE:SO,24 Oct 2025,$88.60,2,,,,$97.45,-9.08%,,,,$96.89,-0.57%,$15.96,-83.62%,$63.50,-34.83%,SO,NYSE:SO,-0.491,$101.24
NASDAQ:SOFI,7 Jul 2025,$14.49,2,,,,$15.85,-8.58%,,,,$15.11,-4.67%,-$7.59,-147.90%,-$9.72,-161.31%,SOFI,NASDAQ:SOFI,-0.094,$25.02
NYSE:SON,19 Nov 2025,$53.35,3,$52.43,10,,$54.84,-4.39%,,,,$54.49,-0.64%,$219.99,301.14%,$316.70,477.50%,SON,NYSE:SON,-0.225,$64.22
NASDAQ:SONO,22 Jan 2026,$16.57,3,$19.67,8,,$13.58,22.04%,,,,$13.38,-1.47%,$70.18,416.81%,$76.38,462.48%,SONO,NASDAQ:SONO,-0.046,$19.38
NYSE:SONY,18 Feb 2026,$26.99,4,$32.00,8,,$21.14,27.67%,,,,$20.67,-2.22%,$60.81,187.67%,$77.33,265.79%,SONY,NYSE:SONY,-0.398,$29.79
NASDAQ:SOUN,28 Jul 2025,$8.77,2,,,,$6.78,29.35%,,,,$6.41,-5.46%,$6.20,-8.55%,$6.32,-6.81%,SOUN,NASDAQ:SOUN,-0.108,$14.62
NASDAQ:SPFI,19 Nov 2025,$37.17,3,$43.00,2,,$42.00,-11.50%,,,,$42.28,0.67%,-$173.47,-513.02%,-$169.77,-504.23%,SPFI,NASDAQ:SPFI,-0.013,$48.00
NYSE:SPGI,19 Oct 2025,$495.77,3,$616.53,9,,$431.16,14.99%,,,,$420.60,-2.45%,$736.11,70.73%,$805.78,86.89%,SPGI,NYSE:SPGI,-0.430,$538.52
NYSE:SPOT,19 May 2025,$495.00,2,$659.00,7,,$488.97,1.23%,,,,$459.10,-6.11%,$711.12,45.43%,$719.02,47.05%,SPOT,NYSE:SPOT,-0.620,$633.40
NASDAQ:SPSC,10 Feb 2026,$142.13,3,$102.87,2,,$56.08,83.43%,,,,$54.59,-2.66%,$125.33,123.48%,$153.04,172.89%,SPSC,NASDAQ:SPSC,-0.382,$82.09
NASDAQ:SPWR,9 Feb 2026,$1.50,3,,,,$1.25,20.00%,,,,$0.00,-100.00%,$0.00,-100.00%,$0.00,-100.00%,SPWR,NASDAQ:SPWR,-1.000,$4.00
NYSE:SPXC,16 May 2025,$153.79,3,$180.00,7,,$197.29,-22.05%,,,,$211.00,6.95%,$340.88,72.78%,$382.48,93.87%,SPXC,NYSE:SPXC,0.467,$260.42
NYSE:SQNS,4 Feb 2026,$12.48,3,$14.50,5,,$2.45,409.39%,,,,,-100.00%,-$2.00,-181.63%,-$2.00,-181.63%,SQNS,NYSE:SQNS,-2.000,
NASDAQ:SRCE,19 Nov 2025,$63.63,3,,,,$70.68,-9.97%,,,,$72.63,2.76%,-$92.37,-230.69%,-$80.25,-213.54%,SRCE,NASDAQ:SRCE,0.310,$76.33
NASDAQ:SSB,9 Oct 2025,$96.36,3,,,,$93.91,2.61%,,,,,-100.00%,-$2.00,-102.13%,-$2.00,-102.13%,SSB,NYSE:SSB,-2.000,
NYSE:SSB,19 Nov 2025,$91.92,3,,,,$93.91,-2.12%,,,,$92.35,-1.66%,-$431.11,-559.07%,-$403.38,-529.54%,SSB,NYSE:SSB,-0.251,$116.71
NASDAQ:SSNC,22 Jan 2026,$86.73,3,$103.29,6,,$68.33,26.93%,,,,$67.11,-1.79%,$199.06,191.32%,$252.22,269.11%,SSNC,NASDAQ:SSNC,-0.059,$99.00
NASDAQ:SSRM,19 Aug 2025,$11.31,2,,,,$31.58,-64.19%,,,,$29.38,-6.97%,$58.61,85.60%,$73.44,132.55%,SSRM,NASDAQ:SSRM,-0.483,$42.50
NYSE:ST,16 Feb 2026,$42.55,5,$38.40,4,,$34.61,10.95%,,,,$33.81,-2.31%,$49.32,42.52%,$68.44,97.73%,ST,NYSE:ST,-0.277,$41.93
NYSE:STAG,19 Aug 2025,$40.11,5,$38.25,9,,$36.55,4.65%,,,,$36.04,-1.40%,$42.51,16.31%,$70.52,92.95%,STAG,NYSE:STAG,-0.394,$41.55
NASDAQ:STBA,30 Mar 2026,$46.92,3,$45.50,5,3.25,$42.51,7.03%,7.03%,$44.67,$46.92,$43.70,2.80%,-$142.13,-434.34%,-$141.83,-433.63%,STBA,NASDAQ:STBA,0.402,$44.67
NYSE:STC,6 Jan 2025,$58.82,3,$83.00,2,,$60.55,-2.86%,,,,$59.53,-1.68%,"$10,625.68",17448.60%,"$10,645.89",17481.98%,STC,NYSE:STC,-0.480,$81.33
NYSE:STE,4 Dec 2025,$261.00,3,$290.00,2,,$218.71,19.33%,,,,$217.01,-0.78%,$295.24,34.99%,$363.72,66.30%,STE,NYSE:STE,-0.313,$279.29
NYSE:STEL,19 Nov 2025,$31.12,3,$32.50,5,,$36.62,-15.02%,,,,$36.76,0.38%,-$114.31,-412.14%,-$104.40,-385.08%,STEL,NYSE:STEL,-0.038,$38.00
NASDAQ:STIM,4 Dec 2025,$1.24,3,,4,,$1.52,-18.64%,,,,$1.56,2.63%,-$0.33,-121.46%,$0.16,-89.24%,STIM,NASDAQ:STIM,0.003,$4.33
NASDAQ:STKL,24 Aug 2025,$6.28,3,$10.00,3,,$6.49,-3.30%,,,,$6.56,1.08%,$5.34,-17.78%,$8.32,28.23%,STKL,NASDAQ:STKL,-0.011,$7.40
NYSE:STLA,15 Dec 2025,$15.78,3,$11.43,6,,$7.55,51.39%,,,,$7.38,-2.25%,$0.00,-100.00%,$0.00,-100.00%,STLA,NYSE:STLA,-0.373,$9.49
NASDAQ:STLD,20 Aug 2024,$128.16,3,,,,$180.20,-28.88%,,,,$192.95,7.08%,$165.94,-7.91%,$205.00,13.76%,STLD,NASDAQ:STLD,0.791,$193.46
NYSE:STM,5 Feb 2026,$31.81,3,,,,$34.32,-7.31%,,,,$34.99,1.95%,$38.78,13.00%,$54.27,58.13%,STM,NYSE:STM,0.081,$35.22
NYSE:STN,23 Aug 2024,$76.85,2,,,,$87.02,-11.68%,,,,$85.23,-2.06%,$179.60,106.39%,$224.33,157.79%,STN,NYSE:STN,-0.541,$94.28
NASDAQ:STNE,1 Dec 2025,$15.75,3,$21.00,6,,$13.95,12.89%,,,,$13.77,-1.29%,-$82.53,-691.58%,-$34.19,-345.12%,STNE,NASDAQ:STNE,-0.316,$19.96
NASDAQ:STRL,12 Jun 2025,$186.70,3,,,,$416.34,-55.16%,,,,$402.15,-3.41%,$721.96,73.41%,$771.79,85.37%,STRL,NASDAQ:STRL,-0.452,$494.25
NYSE:STT,22 Feb 2026,$119.80,2,$144.32,7,,$128.80,-6.99%,,,,$125.30,-2.72%,-$945.64,-834.20%,-$895.19,-795.02%,STT,NYSE:STT,-0.529,$143.17
NYSE:STVN,16 Feb 2026,$17.21,3,$23.83,3,,$13.73,25.35%,,,,$13.51,-1.60%,-$17.87,-230.12%,$9.55,-30.47%,STVN,NYSE:STVN,-0.272,$25.17
NYSE:SU,11 Nov 2025,$42.35,5,$46.59,7,,$65.90,-35.74%,,,,$64.93,-1.47%,$104.41,58.43%,$165.10,150.54%,SU,NYSE:SU,-0.476,$60.23
NASDAQ:SUPN,23 Dec 2025,$50.64,3,$61.33,10,,$50.48,0.31%,,,,$52.18,3.37%,$65.43,29.62%,$139.08,175.52%,SUPN,NASDAQ:SUPN,0.028,$63.17
NYSE:SUPV,19 Nov 2025,$12.63,4,$12.00,5,,$9.42,27.39%,,,,$9.13,-3.08%,"-$23,731.51",-252026.84%,"-$23,729.64",-252006.99%,SUPV,NYSE:SUPV,-0.371,$12.82
NYSEAMERICAN:SVM,20 Aug 2025,$6.52,0,,1,,$10.99,-40.67%,,,,$10.51,-4.37%,$27.41,149.41%,$29.92,172.29%,SVM,NYSEAMERICAN:SVM,-0.015,$13.00
NYSE:SW,22 Aug 2025,$50.29,5,$54.66,8,,$39.29,28.00%,,,,$38.37,-2.34%,$27.64,-29.66%,$73.78,87.77%,SW,NYSE:SW,-0.366,$56.47
NASDAQ:SWKS,5 Apr 2026,$77.68,5,$63.85,4,4,$55.19,15.69%,15.69%,$63.85,$77.68,$57.11,3.48%,$142.31,157.85%,$174.27,215.77%,SWKS,NASDAQ:SWKS,0.512,$67.16
NYSE:SXI,11 Nov 2025,$213.24,3,$264.25,5,,$257.70,-17.25%,,,,$266.45,3.40%,$244.44,-5.15%,$276.09,7.13%,SXI,NYSE:SXI,0.237,$276.80
NASDAQ:SYBT,19 Nov 2025,$64.28,3,$79.00,4,,$67.20,-4.34%,,,,$69.04,2.74%,-$107.76,-260.35%,-$98.72,-246.90%,SYBT,NASDAQ:SYBT,0.260,$74.20
NYSE:SYF,19 Feb 2026,$71.94,3,$91.60,6,,$68.42,5.15%,,,,$66.70,-2.51%,$310.16,353.32%,$337.73,393.61%,SYF,NYSE:SYF,-0.147,$88.70
NYSE:SYK,11 Dec 2025,$359.86,3,$434.53,3,,$331.54,8.54%,,,,$326.83,-1.42%,$593.25,78.94%,$650.10,96.08%,SYK,NYSE:SYK,-0.208,$425.08
NASDAQ:SYM,19 Nov 2025,$41.10,2,$52.14,6,,$53.37,-23.00%,,,,$56.32,5.53%,$103.28,93.52%,$105.93,98.48%,SYM,NASDAQ:SYM,0.347,$64.05
NASDAQ:SYNA,27 Jan 2026,$98.81,4,$93.33,9,,$74.15,25.87%,,,,$76.38,3.01%,$81.85,10.38%,$149.45,101.55%,SYNA,NASDAQ:SYNA,0.372,$102.18
NYSE:SYY,23 Aug 2024,$74.21,3,,,,$71.16,4.29%,,,,$71.36,0.28%,$81.26,14.19%,$116.82,64.17%,SYY,NYSE:SYY,-0.057,$88.13
NYSE:TAK,19 Oct 2025,$15.76,5,$18.00,6,,$18.74,-15.90%,,,,$18.56,-0.96%,$26.52,41.53%,$42.38,126.13%,TAK,NYSE:TAK,-0.303,$20.52
NYSE:TAL,20 Aug 2025,$11.69,3,$12.31,4,,$11.20,4.37%,,,,$11.04,-1.43%,$90.88,711.41%,$91.08,713.21%,TAL,NYSE:TAL,-0.202,$15.65
NASDAQ:TASK,30 Jan 2026,$15.02,3,$15.90,2,,#N/A,#N/A,,,,$10.52,#N/A,$23.99,#N/A,$55.21,#N/A,TASK,NASDAQ:TASK,1.000,$12.17
NASDAQ:TATT,24 Oct 2025,$40.25,3,,,,$40.13,0.30%,,,,$39.25,-2.19%,$0.00,-100.00%,$0.00,-100.00%,TATT,NASDAQ:TATT,-0.009,$61.17
NYSE:TBB,6 Nov 2025,$23.22,1,,1,,$22.69,2.34%,,,,$21.33,-5.99%,$0.00,-100.00%,$0.00,-100.00%,TBB,NYSE:TBB,-0.333,
NYSE:TBBB,13 Jun 2025,$23.99,3,,,,$36.29,-33.90%,,,,$34.38,-5.26%,-$76.99,-312.14%,$322.29,788.10%,TBBB,NYSE:TBBB,-0.145,$39.94
NASDAQ:TBBK,19 Nov 2025,$63.43,3,,7,,$55.65,13.98%,,,,$57.14,2.68%,-$47.29,-184.98%,-$45.67,-182.06%,TBBK,NASDAQ:TBBK,0.357,$72.00
NASDAQ:TBCH,27 Jan 2026,$17.12,3,$19.75,6,,$10.16,68.50%,,,,$10.56,3.94%,$35.30,247.44%,$43.38,326.95%,TBCH,NASDAQ:TBCH,0.092,$16.33
NYSE:TBN,11 Dec 2025,$26.01,3,$37.75,8,,$43.73,-40.52%,,,,$40.35,-7.73%,$25.93,-40.71%,$25.96,-40.63%,TBN,NYSE:TBN,-0.913,$59.14
NASDAQ:TBRG,31 Dec 2025,$24.09,3,$21.00,5,,$16.24,29.31%,,,,$16.78,3.33%,$108.12,565.79%,$166.62,926.01%,TBRG,NASDAQ:TBRG,0.172,$22.33
NASDAQ:TCBI,19 Nov 2025,$87.97,3,$91.57,6,,$96.00,-8.36%,,,,$98.63,2.74%,-$374.67,-490.28%,-$360.38,-475.39%,TCBI,NASDAQ:TCBI,0.141,$104.50
NASDAQ:TCBK,2 Oct 2025,$52.81,3,$48.67,4,,$48.09,1.21%,,,,$49.29,2.50%,-$173.38,-460.53%,-$168.54,-450.47%,TCBK,NASDAQ:TCBK,0.281,$54.50
NYSE:TCBX,19 Nov 2025,$34.72,3,,,,$38.55,-9.94%,,,,$38.06,-1.27%,-$220.17,-671.12%,-$207.00,-636.97%,TCBX,NYSE:TCBX,-0.039,$44.33
NASDAQ:TCMD,4 Dec 2025,$31.83,5,$26.67,8,,$24.60,8.41%,,,,$24.53,-0.28%,$61.76,151.07%,$65.58,166.60%,TCMD,NASDAQ:TCMD,-0.098,$38.00
NYSE:TD,19 Aug 2025,$67.13,3,$73.85,7,,$95.22,-29.50%,,,,$93.94,-1.34%,$129.50,36.00%,$146.31,53.65%,TD,NYSE:TD,-0.271,$96.77
NYSE:TDC,11 Feb 2026,$35.11,5,$32.80,10,,$25.48,28.73%,,,,$24.06,-5.57%,$118.44,364.85%,$135.84,433.13%,TDC,NYSE:TDC,-0.222,$35.73
NYSE:TDG,20 Sep 2024,"$1,185.75",2,"$1,509.83",4,,"$1,167.00",1.61%,,,,"$1,208.66",3.57%,"$1,527.38",30.88%,"$1,660.58",42.29%,TDG,NYSE:TDG,0.418,"$1,567.86"
NYSE:TDOC,22 Aug 2025,$12.69,3,$9.06,7,,$5.27,71.92%,,,,$5.14,-2.47%,$18.07,242.82%,$40.22,663.25%,TDOC,NYSE:TDOC,-0.072,$7.05
NASDAQ:TEAM,11 Dec 2025,$216.58,3,$237.35,8,,$68.29,217.15%,,,,$66.78,-2.21%,$96.94,41.96%,$104.57,53.12%,TEAM,NASDAQ:TEAM,-0.506,$167.63
NYSE:TEL,19 Jan 2026,$189.61,1,$275.58,6,,$209.07,-9.31%,,,,$206.54,-1.21%,$258.21,23.50%,$292.14,39.73%,TEL,NYSE:TEL,-0.249,$271.95
NYSE:TEN,18 Feb 2026,$26.38,3,$37.50,9,,$40.19,-34.36%,,,,$39.42,-1.92%,$0.00,-100.00%,$0.00,-100.00%,TEN,NYSE:TEN,-0.142,$46.00
NASDAQ:TENB,23 Dec 2025,$34.90,3,$37.75,7,,$17.58,98.52%,,,,$16.78,-4.55%,$32.74,86.23%,$36.15,105.64%,TENB,NASDAQ:TENB,-0.273,$30.05
NYSE:TEO,18 Sep 2025,$8.99,5,$9.60,3,,$11.75,-23.49%,,,,$11.39,-3.06%,"$2,527.06",21406.88%,"$10,013.16",85118.41%,TEO,NYSE:TEO,-0.465,$13.06
NASDAQ:TER,19 Jan 2026,$152.12,1,$213.18,7,,$309.61,-50.87%,,,,$324.38,4.77%,$352.05,13.71%,$360.85,16.55%,TER,NASDAQ:TER,0.577,$315.76
NYSE:TFC,19 Nov 2025,$46.61,3,$49.70,7,,$47.16,-1.16%,,,,$48.08,1.95%,-$246.84,-623.42%,-$239.80,-608.48%,TFC,NYSE:TFC,0.111,$54.86
NASDAQ:TFIN,2 Oct 2025,$64.43,3,$64.00,1,,$59.95,6.76%,,,,,-100.00%,-$2.00,-103.34%,-$2.00,-103.34%,TFIN,NYSE:TFIN,-2.000,
NYSE:TFIN,19 Nov 2025,$53.40,3,,,,$59.95,-10.93%,,,,$59.20,-1.25%,-$126.10,-310.34%,-$111.01,-285.17%,TFIN,NYSE:TFIN,-0.191,$66.75
NYSE:TFPM,16 Aug 2025,$20.81,1,,,,$35.81,-41.88%,,,,$34.13,-4.69%,$63.17,76.40%,$69.67,94.55%,TFPM,NYSE:TFPM,-0.207,$45.00
NASDAQ:TFSL,12 Oct 2025,$12.76,3,$13.50,4,,$14.30,-10.76%,,,,$14.79,3.43%,-$28.71,-300.77%,-$27.39,-291.56%,TFSL,NASDAQ:TFSL,0.556,$14.50
NYSE:TGLS,23 Aug 2025,$69.51,3,,,,$43.78,58.77%,,,,$43.80,0.05%,$45.91,4.87%,$55.17,26.02%,TGLS,NYSE:TGLS,-0.421,$65.00
NYSE:TGS,19 Nov 2025,$29.26,3,$13.33,7,,$35.32,-62.26%,,,,$34.40,-2.60%,$44.10,24.86%,$90.60,156.52%,TGS,NYSE:TGS,-0.644,$39.20
NYSE:TGT,21 Sep 2025,$120.25,3,$103.27,3,,$120.45,-14.26%,,,,$119.34,-0.92%,$360.97,199.68%,$483.98,301.81%,TGT,NYSE:TGT,-0.418,$124.72
NASDAQ:THFF,17 Mar 2026,$61.42,3,$68.00,7,3.25,$63.94,-3.95%,-3.95%,$61.42,$71.50,$65.66,2.69%,-$228.73,-457.73%,-$214.06,-434.78%,THFF,NASDAQ:THFF,0.321,$71.50
NYSE:THO,29 Jul 2024,$143.00,5,,,,$77.36,84.85%,,,,$75.64,-2.22%,$161.57,108.86%,$214.77,177.62%,THO,NYSE:THO,-0.061,$107.17
NYSE:THR,19 Nov 2025,$40.68,4,$38.00,8,,$52.08,-27.04%,,,,$53.23,2.21%,$72.96,40.09%,$85.01,63.22%,THR,NYSE:THR,0.102,$51.00
